ApplicantID,PastRelevantExperience,YearsOfRelevantExperience,HighestEducationLevel,YearOfBirth,Hired
100822,False,0,Associate Degree,2002,False
100823,True,2,Associate Degree,2003,False
100824,False,0,Associate Degree,1991,False
100825,False,0,Associate Degree,2004,False
100826,False,0,Bachelor,2001,False
100827,True,4,Bachelor,1994,False
100828,True,4,Associate Degree,1999,True
100829,True,1,High School,2005,False
100830,True,1,Associate Degree,2005,False
100831,True,1,High School,2003,False
100832,True,6,High School,2003,True
100833,True,1,Associate Degree,2003,False
100834,False,0,Associate Degree,2004,False
100835,False,0,High School,2002,False
100836,False,0,Associate Degree,1999,False
100837,False,0,High School,2005,False
100838,False,0,Associate Degree,2006,False
100839,True,1,High School,2007,False
100840,False,0,High School,2006,False
100841,True,2,Bachelor,2003,True
100842,False,0,High School,2005,False
100843,True,2,High School,2006,False
100844,False,0,High School,2007,False
100845,True,6,High School,1998,False
100846,True,1,Bachelor,2000,False
100847,True,2,Bachelor,2004,False
100848,False,0,Associate Degree,2000,False
100849,False,0,Associate Degree,1999,False
100850,True,1,Associate Degree,2000,False
100851,True,3,Master,2002,True
100852,False,0,Associate Degree,2004,False
100853,True,1,High School,1999,False
100854,False,0,Associate Degree,1999,False
100855,True,1,Associate Degree,1996,False
100856,False,0,Associate Degree,1999,False
100857,False,0,Bachelor,1990,False
100858,True,1,Bachelor,2000,False
100859,True,1,Associate Degree,1995,False
100860,True,2,Bachelor,2006,True
100861,True,2,High School,2000,False
100862,True,1,High School,2008,False
100863,False,0,Master,2002,False
100864,False,0,High School,2000,False
100865,True,1,High School,1994,False
100866,False,0,Bachelor,2004,False
100867,True,1,Associate Degree,2000,False
100868,True,5,Bachelor,2004,False
100869,False,0,Associate Degree,2006,False
100870,True,2,Associate Degree,1992,False
100871,True,3,Bachelor,2006,True
100872,False,0,High School,2002,False
100873,True,3,Associate Degree,2006,False
100874,False,0,High School,2001,False
100875,True,1,Associate Degree,2004,True
100876,False,0,High School,2005,False
100877,True,2,High School,2005,False
100878,True,2,High School,2004,False
100879,True,3,Associate Degree,2002,False
100880,True,1,High School,2005,False
100881,False,0,Bachelor,2003,False
100882,False,0,High School,1996,False
100883,True,4,High School,2005,False
100884,True,2,Bachelor,2003,False
100885,False,0,High School,2002,True
100886,False,0,High School,2006,False
100887,True,2,High School,1994,True
100888,True,4,High School,1998,False
100889,True,2,Associate Degree,2004,False
100890,True,1,High School,1993,False
100891,True,1,Associate Degree,1994,False
100892,False,0,High School,2004,False
100893,False,0,Master,2001,False
100894,True,1,High School,2003,False
100895,True,3,High School,2000,False
100896,False,0,High School,2007,False
100897,True,3,Bachelor,2004,False
100898,True,1,High School,2001,False
100899,True,1,Bachelor,2005,False
100900,True,8,Bachelor,2001,True
100901,True,2,Bachelor,2004,False
100902,True,2,High School,2001,False
100903,False,0,High School,2008,False
100904,True,1,Bachelor,1998,False
100905,True,3,High School,2006,True
100906,False,0,High School,2001,False
100907,True,1,Bachelor,1999,False
100908,True,1,High School,2008,False
100909,False,0,High School,2002,False
100910,False,0,Associate Degree,2000,False
100911,False,0,High School,2007,False
100912,True,4,Associate Degree,2000,False
100913,True,5,Bachelor,1997,True
100914,True,2,Bachelor,2006,True
100915,True,2,High School,2007,False
100916,True,3,High School,2006,False
100917,True,2,Bachelor,2002,False
100918,False,0,High School,1999,False
100919,True,3,Associate Degree,2004,True
100920,True,1,Associate Degree,2006,False
100921,True,7,Bachelor,1994,True
100922,True,1,Bachelor,2004,False
100923,False,0,High School,2005,False
100924,True,1,High School,2007,False
100925,False,0,High School,2006,False
100926,True,1,High School,2008,False
100927,True,1,Bachelor,1998,False
100928,False,0,Associate Degree,2006,False
100929,True,7,Associate Degree,2001,False
100930,False,0,Bachelor,2001,False
100931,False,0,High School,2007,False
100932,True,5,High School,2001,False
100933,True,3,Bachelor,2004,True
100934,True,3,Associate Degree,2006,False
100935,False,0,High School,2007,False
100936,True,2,Bachelor,1994,False
100937,True,1,High School,2008,False
100938,False,0,Associate Degree,2000,False
100939,True,8,Associate Degree,2000,True
100940,True,2,Associate Degree,1993,False
100941,False,0,High School,1998,False
100942,True,2,High School,2007,False
100943,False,0,High School,2007,False
100944,False,0,High School,2007,False
100945,False,0,High School,2005,False
100946,True,1,High School,2007,False
100947,True,2,High School,2007,False
100948,False,0,Associate Degree,1999,False
100949,False,0,Bachelor,2006,False
100950,True,1,High School,1999,False
100951,True,4,Bachelor,2002,False
100952,True,2,Associate Degree,2001,False
100953,True,4,High School,2005,True
100954,True,2,High School,2007,False
100955,True,5,Bachelor,2004,False
100956,True,1,Bachelor,2001,True
100957,False,0,Bachelor,2004,False
100958,False,0,Bachelor,1991,False
100959,True,2,High School,2005,False
100960,True,2,Bachelor,2004,True
100961,True,8,Associate Degree,2000,False
100962,True,3,High School,2000,False
100963,False,0,High School,2001,False
100964,False,0,Associate Degree,2002,False
100965,False,0,High School,2007,False
100966,True,2,Associate Degree,2001,False
100967,True,4,Bachelor,1996,False
100968,True,2,High School,1995,False
100969,False,0,Associate Degree,2000,False
100970,True,6,Associate Degree,2000,False
100971,True,5,Associate Degree,2003,False
100972,False,0,Associate Degree,1999,False
100973,True,3,Bachelor,1996,False
100974,True,1,High School,1997,False
100975,True,2,High School,2006,False
100976,False,0,High School,2004,False
100977,False,0,Associate Degree,2006,False
100978,True,2,Master,2004,False
100979,False,0,Associate Degree,2003,False
100980,False,0,Associate Degree,2002,False
100981,True,2,Bachelor,2003,True
100982,True,3,Bachelor,2003,False
100983,True,1,Associate Degree,1998,False
100984,True,2,High School,1993,False
100985,True,6,Bachelor,1998,False
100986,False,0,High School,1999,False
100987,False,0,Associate Degree,1998,False
100988,True,1,High School,2005,False
100989,False,0,High School,1999,False
100990,True,1,High School,2008,False
100991,True,1,Bachelor,2001,False
100992,True,8,Bachelor,1998,False
100993,True,1,Associate Degree,2003,False
100994,False,0,Bachelor,2002,False
100995,False,0,Bachelor,2004,False
100996,True,3,Master,2001,False
100997,False,0,Associate Degree,2006,False
100998,True,1,Associate Degree,2002,False
100999,True,2,High School,2005,False
101000,True,5,Bachelor,2004,True
101001,True,5,Bachelor,2003,False
101002,True,2,Bachelor,1997,False
101003,False,0,Master,1984,False
101004,False,0,Associate Degree,2006,False
101005,False,0,Associate Degree,2006,False
101006,True,4,Associate Degree,2005,False
101007,True,5,High School,1998,False
101008,True,1,High School,2008,False
101009,False,0,High School,1998,False
101010,True,2,Associate Degree,1996,True
101011,False,0,High School,1999,False
101012,True,1,High School,2006,False
101013,True,1,High School,2008,False
101014,False,0,High School,2007,False
101015,True,4,High School,2005,True
101016,True,3,High School,2006,False
101017,True,1,High School,2007,False
101018,False,0,Associate Degree,2005,False
101019,False,0,High School,2002,False
101020,False,0,Associate Degree,2001,False
101021,True,4,High School,2002,False
101022,False,0,High School,2007,False
101023,True,1,Bachelor,2000,False
101024,True,4,Bachelor,2002,False
101025,False,0,Bachelor,2001,False
101026,True,5,Bachelor,2004,False
101027,False,0,High School,1995,False
101028,False,0,Bachelor,1997,False
101029,False,0,High School,1997,False
101030,False,0,High School,2004,False
101031,True,4,High School,1996,False
101032,True,3,Associate Degree,1997,False
101033,False,0,High School,2008,False
101034,True,5,Bachelor,1997,False
101035,True,3,High School,2006,False
101036,True,2,Associate Degree,1995,False
101037,True,5,Associate Degree,1992,True
101038,True,1,High School,2008,False
101039,True,1,High School,2002,False
101040,False,0,Bachelor,2004,False
101041,True,1,Bachelor,2004,False
101042,True,2,Bachelor,2000,False
101043,True,4,High School,1999,False
101044,False,0,Associate Degree,2006,False
101045,True,2,PhD,2004,False
101046,True,4,Bachelor,1998,False
101047,False,0,High School,2007,False
101048,False,0,Associate Degree,1993,False
101049,True,3,Associate Degree,2002,False
101050,True,1,High School,2003,False
101051,False,0,Associate Degree,1998,False
101052,False,0,High School,2008,False
101053,True,1,Associate Degree,1990,False
101054,True,1,Bachelor,2003,False
101055,False,0,High School,2001,False
101056,True,2,Bachelor,2001,False
101057,True,5,High School,2004,False
101058,True,2,Associate Degree,1999,True
101059,True,3,Bachelor,1999,False
101060,True,1,High School,2006,False
101061,False,0,High School,1980,False
101062,True,2,Bachelor,1998,False
101063,False,0,High School,2004,False
101064,True,3,Associate Degree,2005,False
101065,True,4,High School,2005,False
101066,True,4,High School,2005,False
101067,False,0,Bachelor,2005,False
101068,True,8,Bachelor,2001,False
101069,True,3,Associate Degree,2006,True
101070,False,0,High School,2003,False
101071,True,2,Bachelor,2003,False
101072,False,0,Associate Degree,2001,False
101073,True,1,Associate Degree,2005,False
101074,True,5,Associate Degree,2004,False
101075,True,2,Associate Degree,2000,False
101076,True,8,Associate Degree,1999,False
101077,True,5,Bachelor,2002,False
101078,False,0,High School,1999,False
101079,False,0,Bachelor,2000,False
101080,True,4,High School,2005,False
101081,True,1,Bachelor,1993,False
101082,True,2,High School,2002,False
101083,False,0,PhD,1993,False
101084,True,3,Bachelor,2004,False
101085,False,0,High School,2007,False
101086,True,2,High School,2007,False
101087,True,2,High School,2006,False
101088,False,0,High School,2008,False
101089,True,3,Bachelor,1999,True
101090,True,9,Bachelor,1999,True
101091,True,5,Associate Degree,1980,False
101092,True,1,High School,1998,False
101093,True,1,Bachelor,2000,True
101094,False,0,Associate Degree,2003,False
101095,True,2,Associate Degree,2004,False
101096,True,8,Bachelor,1993,False
101097,False,0,Bachelor,2005,False
101098,True,4,High School,2005,True
101099,True,1,Bachelor,2001,False
101100,False,0,High School,2005,False
101101,True,2,High School,2007,True
101102,True,3,High School,2006,False
101103,True,3,Associate Degree,2004,False
101104,False,0,High School,2006,False
101105,True,2,High School,2007,False
101106,True,1,High School,2007,False
101107,True,3,High School,2006,False
101108,True,1,High School,2003,False
101109,True,2,Master,1996,True
101110,False,0,High School,2007,False
101111,True,4,Master,2004,False
101112,True,1,Bachelor,1996,False
101113,True,3,High School,2006,False
101114,True,5,Associate Degree,2002,False
101115,False,0,High School,2007,False
101116,True,2,Associate Degree,2005,False
101117,True,2,Associate Degree,1995,False
101118,False,0,Associate Degree,1996,False
101119,False,0,Associate Degree,2006,False
101120,True,8,Bachelor,1999,False
101121,True,3,High School,2006,False
101122,True,2,High School,2007,False
101123,True,2,High School,2007,True
101124,False,0,Associate Degree,2006,False
101125,False,0,High School,2008,False
101126,True,3,Associate Degree,1999,False
101127,False,0,High School,2003,False
101128,True,3,Associate Degree,2001,False
101129,True,4,High School,1990,False
101130,True,1,Bachelor,2004,False
101131,True,2,High School,1992,False
101132,True,1,High School,2007,False
101133,True,3,PhD,2004,True
101134,False,0,High School,1989,False
101135,False,0,Bachelor,2002,False
101136,True,2,High School,2002,False
101137,False,0,High School,2003,False
101138,True,5,Associate Degree,2003,False
101139,False,0,Associate Degree,2002,False
101140,False,0,Bachelor,1997,False
101141,True,9,Bachelor,1998,False
101142,True,2,Associate Degree,2004,False
101143,True,5,Master,2002,False
101144,False,0,Bachelor,1994,False
101145,False,0,High School,2006,False
101146,True,2,Bachelor,2003,False
101147,False,0,High School,2007,False
101148,True,2,Associate Degree,2005,False
101149,True,1,High School,2008,False
101150,True,4,High School,2000,False
101151,True,9,Associate Degree,1999,False
101152,True,1,Associate Degree,1993,False
101153,False,0,High School,1994,False
101154,False,0,Associate Degree,2001,False
101155,False,0,Bachelor,2001,False
101156,True,1,Associate Degree,1999,False
101157,True,1,Bachelor,2001,False
101158,True,2,Associate Degree,2004,False
101159,True,4,High School,2005,False
101160,False,0,Bachelor,2004,False
101161,False,0,Bachelor,2003,False
101162,False,0,High School,2001,False
101163,True,2,High School,2005,False
101164,False,0,Bachelor,1997,False
101165,False,0,Associate Degree,1989,False
101166,True,3,Bachelor,2002,False
101167,True,5,Bachelor,2002,True
101168,True,1,High School,2001,False
101169,True,2,High School,2007,False
101170,False,0,Associate Degree,2000,True
101171,True,1,Bachelor,2003,False
101172,True,2,Bachelor,1989,True
101173,True,1,High School,2007,False
101174,True,7,Bachelor,1999,False
101175,True,2,Associate Degree,2003,False
101176,False,0,Bachelor,2000,False
101177,True,2,Master,2002,False
101178,False,0,Associate Degree,2006,False
101179,False,0,Associate Degree,2004,False
101180,False,0,Bachelor,2006,False
101181,False,0,Associate Degree,2004,False
101182,True,2,Associate Degree,2003,True
101183,True,5,Associate Degree,2002,False
101184,True,1,Bachelor,1996,True
101185,True,5,Bachelor,2001,False
101186,True,2,High School,2000,True
101187,False,0,Associate Degree,1985,False
101188,False,0,Bachelor,2002,False
101189,True,2,Bachelor,2003,True
101190,False,0,Master,2000,False
101191,False,0,Bachelor,2004,False
101192,True,1,Bachelor,1998,True
101193,False,0,High School,2005,False
101194,True,2,Master,2002,False
101195,True,1,Bachelor,2004,False
